ID,ID_Tipo_de_impressora,Ultima_manutencao,Data_de_aquisicao,Disponibilidade,Em_uso,Possui_defeito
5252,Brother 7065dn,9/1/2024,26/11/2020,Sim,Não,Não
5253,HP M1212nf,12/9/2024,28/10/2021,Sim,Não,Não
5254,HP P2055dn,1/6/2024,1/3/2023,Sim,Não,Não
5255,Brother 8157dn,21/12/2024,28/2/2021,Não,Sim,Não
5256,Brother 8952dw,27/11/2024,6/9/2023,Sim,Não,Não
5257,HP P2055dn,26/4/2024,15/5/2021,Sim,Não,Não
5258,Brother 7065dn,8/2/2024,16/10/2022,Não,Sim,Não
5259,HP 400M425dn,12/7/2024,8/4/2023,Não,Não,Sim
5260,Brother 7065dn,20/8/2024,18/12/2020,Sim,Não,Não
5261,Kyocera M2040dn,13/8/2024,1/11/2021,Sim,Não,Não
5262,HP P2055dn,4/9/2024,18/4/2022,Sim,Não,Não
5263,Brother 8157dn,24/7/2024,9/10/2021,Sim,Não,Não
5264,HP M1212nf,28/8/2024,19/5/2020,Sim,Não,Não
5265,Brother 7065dn,23/9/2024,14/7/2023,Sim,Não,Não
5266,Brother 8157dn,23/5/2024,26/12/2022,Sim,Não,Não
5267,Brother L5652dn,5/2/2024,5/9/2022,Sim,Não,Não
5268,HP M1212nf,22/12/2024,18/2/2020,Sim,Não,Não
5269,Brother 8952dw,7/5/2024,20/3/2021,Não,Sim,Sim
5270,Brother 8157dn,26/11/2024,5/12/2020,Não,Sim,Não
5271,HP P2055dn,4/12/2024,11/7/2021,Sim,Não,Não
5272,HP M1212nf,22/3/2024,10/1/2020,Não,Sim,Não
5273,HP 1015,17/9/2024,25/6/2022,Sim,Não,Não
5274,HP Pro M127fn,10/3/2024,15/10/2020,Sim,Não,Não
5275,Brother 8952dw,25/4/2024,13/1/2023,Sim,Não,Não
5276,HP Pro M201dw,20/9/2024,28/2/2020,Sim,Não,Não
5277,HP MFP M225dw,14/3/2024,5/3/2022,Sim,Não,Não
5278,HP P2055dn,17/5/2024,2/10/2021,Sim,Não,Não
5279,HP 1015,14/1/2024,22/11/2020,Sim,Não,Não
5280,Brother 8952dw,6/4/2024,13/6/2021,Sim,Não,Não
5281,Brother L5652dn,26/3/2024,7/11/2021,Sim,Não,Não
5282,HP MFP M225dw,19/6/2024,20/3/2023,Sim,Não,Não
5283,HP P2055dn,20/7/2024,24/7/2022,Não,Não,Sim
5284,Brother L5652dn,28/9/2024,6/4/2020,Sim,Não,Não
5285,Brother L5652dn,4/11/2024,25/3/2020,Sim,Não,Não
5286,Kyocera M2040dn,23/4/2024,17/8/2022,Não,Não,Sim
5287,Brother 8952dw,22/3/2024,2/2/2023,Não,Sim,Não
5288,Brother 7065dn,6/1/2024,26/4/2021,Sim,Não,Não
5289,HP M1212nf,8/10/2024,7/11/2022,Sim,Não,Não
5290,HP 1015,23/2/2024,18/4/2020,Não,Sim,Não
5291,HP P2055dn,11/10/2024,4/4/2023,Sim,Não,Não
5292,HP MFP M225dw,15/10/2024,18/3/2022,Sim,Não,Não
5293,HP Pro M127fn,13/12/2024,13/9/2020,Sim,Não,Não
5294,Brother 8157dn,11/8/2024,1/7/2023,Sim,Não,Não
5295,HP M1212nf,13/5/2024,6/1/2022,Sim,Não,Não
5296,Brother L5652dn,22/9/2024,8/9/2020,Sim,Não,Não
5297,Brother 8952dw,28/7/2024,1/12/2023,Sim,Não,Não
5298,HP Pro M127fn,25/5/2024,2/10/2023,Sim,Não,Não
5299,HP P2055dn,8/10/2024,12/10/2023,Sim,Não,Não
5300,HP P2055dn,12/3/2024,12/12/2021,Não,Sim,Não
5301,HP 400M425dn,1/1/2024,18/2/2021,Sim,Não,Não
5302,HP Pro M201dw,5/11/2024,12/7/2022,Não,Sim,Não
5303,HP P2055dn,8/3/2024,10/2/2020,Sim,Não,Não
5304,HP P1606dn,9/7/2024,5/2/2021,Sim,Não,Não
5305,Brother 7065dn,6/4/2024,23/5/2021,Não,Não,Sim
5306,Brother L5652dn,21/3/2024,8/1/2022,Sim,Não,Não
5307,Brother L5652dn,2/3/2024,9/8/2022,Sim,Não,Não
5308,Brother 8952dw,24/2/2024,4/3/2020,Não,Não,Sim
5309,HP P2055dn,27/12/2024,12/5/2021,Sim,Não,Não
5310,Brother 8952dw,1/11/2024,28/8/2022,Não,Sim,Não
5311,Brother 7065dn,9/6/2024,27/4/2020,Não,Não,Sim
5312,HP MFP M225dw,25/5/2024,22/3/2023,Sim,Não,Não
5313,HP Pro M201dw,5/6/2024,19/2/2021,Não,Não,Sim
5314,HP Pro M201dw,21/3/2024,1/4/2023,Sim,Não,Não
5315,Brother 8157dn,26/5/2024,12/5/2022,Sim,Não,Não
5316,Brother 8157dn,20/1/2024,7/3/2023,Sim,Não,Não
5317,Brother L5652dn,2/11/2024,9/9/2020,Não,Sim,Não
5318,HP 1015,27/2/2024,11/3/2021,Sim,Não,Não
5319,Brother 8952dw,24/11/2024,27/6/2023,Sim,Não,Não
5320,Brother L5652dn,7/8/2024,20/2/2020,Sim,Não,Não
5321,Brother 8952dw,16/12/2024,3/12/2022,Sim,Não,Não
5322,Kyocera M2040dn,10/10/2024,25/1/2023,Sim,Não,Não
5323,HP P2055dn,5/10/2024,7/7/2020,Sim,Não,Não
5324,HP MFP M225dw,22/11/2024,23/4/2021,Sim,Não,Não
5325,Brother 8952dw,19/10/2024,10/5/2021,Sim,Não,Não
5326,HP MFP M225dw,28/1/2024,24/3/2022,Não,Não,Sim
5327,Brother 7065dn,4/4/2024,20/5/2022,Sim,Não,Não
5328,HP 1015,6/4/2024,7/2/2023,Não,Sim,Não
5329,Brother 8157dn,2/10/2024,15/3/2020,Não,Sim,Não
5330,Brother 8157dn,22/7/2024,3/4/2023,Sim,Não,Não
5331,Brother 8952dw,2/8/2024,24/1/2023,Sim,Não,Não
5332,Brother 8157dn,6/10/2024,2/7/2022,Sim,Não,Não
5333,HP P2055dn,28/2/2024,21/11/2020,Sim,Não,Não
5334,Brother 8952dw,14/4/2024,15/9/2022,Sim,Não,Não
5335,HP P2055dn,18/11/2024,3/10/2020,Sim,Não,Não
5336,Brother 8157dn,4/7/2024,17/8/2022,Sim,Não,Não
5337,HP 1015,20/5/2024,4/2/2023,Sim,Não,Não
5338,HP Pro M127fn,12/8/2024,9/12/2021,Sim,Não,Não
5339,Brother 8157dn,14/4/2024,17/12/2021,Sim,Não,Não
5340,HP 1015,8/9/2024,28/5/2023,Não,Não,Sim
5341,Brother 8157dn,20/8/2024,8/10/2021,Não,Sim,Não
5342,Kyocera M2040dn,12/3/2024,22/12/2022,Sim,Não,Não
5343,HP P2055dn,27/12/2024,19/2/2020,Não,Sim,Não
5344,Brother 8157dn,5/6/2024,12/2/2021,Sim,Não,Não
5345,Brother 7065dn,8/2/2024,21/11/2022,Não,Não,Sim
5346,Brother 8952dw,22/5/2024,8/7/2022,Sim,Não,Não
5347,Brother 8952dw,24/8/2024,4/12/2021,Sim,Não,Não
5348,Brother 8952dw,3/12/2024,24/11/2023,Não,Sim,Não
5349,HP M1212nf,8/1/2024,20/11/2023,Não,Sim,Não
5350,Brother 8157dn,10/4/2024,27/11/2021,Sim,Não,Não
5351,Brother 7065dn,4/2/2024,6/8/2023,Não,Sim,Não
5352,HP M1212nf,12/1/2024,21/5/2022,Não,Sim,Não
5353,HP Pro M127fn,5/8/2024,14/2/2022,Não,Não,Sim
5354,Brother 8952dw,3/8/2024,17/1/2023,Sim,Não,Não
5355,HP Pro M201dw,18/6/2024,14/10/2023,Sim,Não,Não
5356,Brother 7065dn,23/9/2024,13/12/2020,Sim,Não,Não
5357,HP P2055dn,9/7/2024,11/8/2023,Sim,Não,Não
5358,Brother 8952dw,1/10/2024,3/5/2022,Não,Sim,Não
5359,HP Pro M201dw,14/11/2024,28/6/2020,Não,Sim,Sim
5360,Brother 7065dn,15/5/2024,19/8/2022,Sim,Não,Não
5361,HP P2055dn,3/4/2024,4/9/2022,Não,Não,Sim
5362,Brother 7065dn,23/8/2024,6/2/2020,Sim,Não,Não
5363,Brother 8952dw,21/11/2024,24/9/2020,Sim,Não,Não
5364,HP MFP M225dw,14/2/2024,2/12/2020,Não,Não,Sim
5365,HP Pro M127fn,4/6/2024,14/1/2023,Não,Sim,Sim
5366,Brother 7065dn,17/7/2024,16/6/2021,Sim,Não,Não
5367,HP P1606dn,1/9/2024,28/8/2022,Não,Sim,Não
5368,HP M1212nf,8/5/2024,1/3/2023,Sim,Não,Não
5369,Kyocera M2040dn,13/2/2024,18/9/2020,Sim,Não,Não
5370,HP P2055dn,13/1/2024,21/1/2020,Sim,Não,Não
5371,HP Pro M127fn,1/2/2024,16/6/2020,Não,Não,Sim
5372,Brother 7065dn,28/2/2024,14/6/2022,Sim,Não,Não
5373,HP Pro M201dw,6/3/2024,5/2/2021,Sim,Não,Não
5374,HP MFP M225dw,28/7/2024,27/9/2020,Sim,Não,Não
5375,Brother 8157dn,4/11/2024,12/9/2020,Sim,Não,Não
5376,Brother 8157dn,24/3/2024,19/6/2023,Sim,Não,Não
5377,HP P2055dn,11/10/2024,14/8/2020,Não,Sim,Não
5378,Brother 8952dw,7/1/2024,21/11/2022,Sim,Não,Não
5379,HP M1212nf,26/12/2024,16/8/2020,Não,Sim,Não
5380,HP Pro M127fn,22/1/2024,12/4/2021,Sim,Não,Não
5381,Brother 7065dn,6/3/2024,21/1/2022,Sim,Não,Não
5382,HP Pro M201dw,16/9/2024,7/11/2022,Sim,Não,Não
5383,HP P2055dn,9/12/2024,21/9/2020,Sim,Não,Não
5384,Brother 8157dn,19/5/2024,21/2/2021,Não,Sim,Não
5385,Kyocera M2040dn,23/5/2024,12/9/2023,Sim,Não,Não
5386,Brother 7065dn,26/7/2024,1/5/2021,Não,Não,Sim
5387,Brother 8157dn,10/1/2024,8/9/2021,Sim,Não,Não
5388,HP P2055dn,21/11/2024,10/1/2021,Sim,Não,Não
5389,HP 400M425dn,17/4/2024,27/3/2021,Não,Sim,Não
5390,HP P2055dn,25/8/2024,1/11/2020,Não,Sim,Sim
5391,Brother 7065dn,11/2/2024,8/5/2023,Sim,Não,Não
5392,Brother 8157dn,3/4/2024,11/11/2022,Sim,Não,Não
5393,Brother 8952dw,25/1/2024,6/9/2020,Sim,Não,Não
5394,HP M1212nf,4/1/2024,20/5/2021,Sim,Não,Não
5395,Brother 8157dn,16/4/2024,21/2/2023,Sim,Não,Não
5396,HP M1212nf,12/7/2024,14/9/2022,Sim,Não,Não
5397,Brother L5652dn,4/8/2024,18/11/2022,Não,Sim,Não
5398,HP Pro M127fn,12/2/2024,8/1/2021,Sim,Não,Não
5399,HP M1212nf,23/4/2024,27/9/2020,Sim,Não,Não
5400,HP 1015,3/12/2024,6/11/2023,Não,Sim,Não
5401,Brother 8157dn,24/7/2024,15/6/2022,Não,Sim,Não
5402,HP MFP M225dw,23/8/2024,14/5/2020,Sim,Não,Não
5403,Brother 8157dn,2/5/2024,2/10/2023,Não,Sim,Não
5404,HP P2055dn,7/12/2024,19/6/2023,Sim,Não,Não
5405,HP MFP M225dw,11/12/2024,9/2/2022,Sim,Não,Não
5406,Brother 8157dn,25/12/2024,18/11/2022,Sim,Não,Não
5407,HP M1212nf,16/10/2024,21/11/2023,Não,Sim,Não
5408,HP M1212nf,24/3/2024,13/11/2023,Sim,Não,Não
5409,HP MFP M225dw,15/11/2024,27/8/2020,Sim,Não,Não
5410,HP M1212nf,6/6/2024,1/2/2023,Sim,Não,Não
5411,Brother 8952dw,12/7/2024,7/12/2023,Não,Sim,Não
5412,HP P2055dn,14/2/2024,22/7/2020,Sim,Não,Não
5413,Brother 7065dn,27/3/2024,10/5/2020,Sim,Não,Não
5414,Kyocera M2040dn,4/1/2024,2/5/2022,Não,Sim,Não
5415,HP Pro M127fn,3/11/2024,8/8/2022,Sim,Não,Não
5416,HP M1212nf,2/3/2024,6/9/2020,Não,Sim,Sim
5417,Brother 7065dn,23/7/2024,11/6/2023,Sim,Não,Não
5418,Kyocera M2040dn,17/4/2024,24/1/2023,Sim,Não,Não
5419,HP P2055dn,13/10/2024,21/4/2021,Sim,Não,Não
5420,Brother 7065dn,15/4/2024,20/2/2021,Sim,Não,Não
5421,Brother L5652dn,23/2/2024,17/1/2022,Sim,Não,Não
5422,HP P1606dn,15/3/2024,13/6/2020,Sim,Não,Não
5423,HP 1015,18/2/2024,26/9/2020,Não,Não,Sim
5424,HP P2055dn,13/1/2024,27/5/2023,Não,Não,Sim
5425,HP MFP M225dw,23/2/2024,24/10/2022,Sim,Não,Não
5426,Brother 8952dw,20/10/2024,20/5/2022,Sim,Não,Não
5427,HP 1015,27/3/2024,1/5/2023,Não,Sim,Não
5428,Brother L5652dn,26/1/2024,13/10/2021,Sim,Não,Não
5429,HP M1212nf,19/12/2024,26/5/2020,Sim,Não,Não
5430,HP P2055dn,12/6/2024,1/3/2023,Não,Sim,Não
5431,Brother L5652dn,10/3/2024,5/11/2020,Sim,Não,Não
5432,HP M1212nf,24/11/2024,19/6/2023,Sim,Não,Não
5433,HP MFP M225dw,4/9/2024,17/7/2022,Não,Sim,Não
5434,HP 400M425dn,23/3/2024,1/8/2021,Sim,Não,Não
5435,HP P2055dn,2/12/2024,15/11/2021,Sim,Não,Não
5436,HP P2055dn,17/9/2024,10/1/2020,Sim,Não,Não
5437,Brother L5652dn,3/3/2024,4/11/2023,Sim,Não,Não
5438,HP MFP M225dw,9/4/2024,11/11/2023,Sim,Não,Não
5439,HP M1212nf,27/5/2024,15/12/2023,Sim,Não,Não
5440,HP P2055dn,21/4/2024,16/1/2022,Não,Sim,Não
5441,HP 1015,5/7/2024,10/8/2023,Sim,Não,Não
5442,Brother 7065dn,18/10/2024,26/4/2020,Sim,Não,Não
5443,Brother 8157dn,5/7/2024,8/2/2022,Sim,Não,Não
5444,HP M1212nf,23/3/2024,14/1/2021,Sim,Não,Não
5445,HP M1212nf,12/4/2024,28/1/2020,Não,Sim,Não
5446,Brother 8952dw,27/7/2024,24/12/2021,Sim,Não,Não
5447,Brother 7065dn,21/2/2024,16/9/2021,Não,Não,Sim
5448,HP P2055dn,16/6/2024,26/8/2023,Sim,Não,Não
5449,HP M1212nf,9/10/2024,28/12/2022,Não,Sim,Não
5450,HP P2055dn,23/10/2024,26/7/2023,Sim,Não,Não
5451,HP 1015,13/1/2024,15/11/2023,Não,Sim,Não
5452,Brother 7065dn,27/6/2024,6/7/2021,Não,Sim,Não
5453,HP Pro M201dw,1/9/2024,12/2/2021,Não,Sim,Não
5454,Kyocera M2040dn,18/8/2024,2/10/2022,Sim,Não,Não
5455,HP M1212nf,7/9/2024,5/5/2021,Sim,Não,Não
5456,HP Pro M127fn,8/9/2024,18/11/2021,Sim,Não,Não
5457,HP P2055dn,5/3/2024,21/10/2020,Não,Sim,Não
5458,Brother L5652dn,10/8/2024,3/5/2021,Não,Não,Sim
5459,Brother 7065dn,1/9/2024,28/1/2020,Sim,Não,Não
5460,HP M1212nf,19/7/2024,15/8/2020,Sim,Não,Não
5461,HP Pro M201dw,24/11/2024,11/2/2020,Não,Sim,Não
5462,Brother 8952dw,23/4/2024,19/4/2022,Sim,Não,Não
5463,Brother 7065dn,13/12/2024,15/4/2022,Sim,Não,Não
5464,Brother 8952dw,5/12/2024,19/6/2020,Sim,Não,Não
5465,Kyocera M2040dn,19/9/2024,28/9/2020,Sim,Não,Não
5466,Brother 8952dw,14/9/2024,21/3/2020,Sim,Não,Não
5467,HP Pro M201dw,3/9/2024,24/1/2023,Sim,Não,Não
5468,HP M1212nf,14/9/2024,14/3/2023,Sim,Não,Não
5469,HP M1212nf,4/3/2024,18/6/2023,Não,Sim,Não
5470,HP Pro M127fn,27/1/2024,13/10/2022,Não,Sim,Não
5471,Brother 8157dn,10/1/2024,7/6/2023,Não,Sim,Não
5472,Brother 8952dw,9/12/2024,18/5/2023,Sim,Não,Não
5473,HP M1212nf,26/6/2024,20/7/2023,Sim,Não,Não
5474,HP M1212nf,17/3/2024,11/6/2023,Sim,Não,Não
5475,HP P2055dn,2/1/2024,14/11/2020,Sim,Não,Não
5476,HP P1606dn,17/5/2024,18/6/2022,Sim,Não,Não
5477,Brother L5652dn,16/11/2024,18/5/2021,Sim,Não,Não
5478,HP P2055dn,11/4/2024,8/7/2020,Não,Sim,Não
5479,Brother 8157dn,20/2/2024,22/12/2021,Não,Não,Sim
5480,HP P1606dn,3/1/2024,13/3/2023,Sim,Não,Não
5481,Brother 8157dn,26/2/2024,23/8/2021,Sim,Não,Não
5482,HP 1015,12/8/2024,7/10/2022,Não,Sim,Não
5483,HP Pro M127fn,22/9/2024,6/1/2023,Sim,Não,Não
5484,HP P1606dn,8/7/2024,28/4/2023,Sim,Não,Não
5485,Brother 8157dn,7/10/2024,4/8/2021,Sim,Não,Não
5486,Brother 7065dn,10/3/2024,11/5/2023,Sim,Não,Não
5487,Brother L5652dn,2/3/2024,11/9/2023,Sim,Não,Não
5488,Brother 8157dn,2/3/2024,19/11/2022,Sim,Não,Não
5489,HP Pro M127fn,10/12/2024,7/11/2022,Sim,Não,Não
5490,Kyocera M2040dn,17/3/2024,7/1/2021,Não,Sim,Não
5491,Kyocera M2040dn,26/1/2024,21/9/2020,Sim,Não,Não
5492,Brother 8157dn,27/7/2024,26/11/2022,Sim,Não,Não
5493,HP 1015,17/2/2024,16/4/2023,Sim,Não,Não
5494,HP P2055dn,17/10/2024,11/2/2023,Sim,Não,Não
5495,Brother 8157dn,23/8/2024,23/12/2022,Sim,Não,Não
5496,HP P1606dn,3/3/2024,1/4/2023,Sim,Não,Não
5497,HP 1015,13/2/2024,24/1/2022,Sim,Não,Não
5498,Kyocera M2040dn,22/6/2024,3/6/2023,Sim,Não,Não
5499,HP M1212nf,26/12/2024,21/11/2023,Não,Não,Sim
5500,HP M1212nf,20/4/2024,17/9/2022,Não,Sim,Não
5501,HP MFP M225dw,5/10/2024,20/2/2023,Não,Não,Sim
5502,Brother L5652dn,15/3/2024,20/10/2023,Sim,Não,Não
5503,Brother 7065dn,9/7/2024,18/11/2021,Sim,Não,Não
5504,HP P1606dn,18/10/2024,24/9/2020,Sim,Não,Não
5505,Brother 7065dn,15/9/2024,28/4/2022,Sim,Não,Não
5506,Brother 8952dw,4/7/2024,16/9/2020,Sim,Não,Não
5507,HP M1212nf,27/2/2024,2/6/2022,Sim,Não,Não
5508,HP 1015,20/2/2024,12/4/2020,Sim,Não,Não
5509,Brother L5652dn,24/8/2024,3/2/2021,Não,Sim,Não
5510,HP Pro M201dw,20/5/2024,27/12/2021,Sim,Não,Não
5511,HP 1015,14/3/2024,18/12/2023,Sim,Não,Não
5512,Brother L5652dn,4/10/2024,5/12/2021,Sim,Não,Não
5513,HP P2055dn,5/12/2024,12/8/2020,Não,Sim,Não
5514,HP P2055dn,3/3/2024,26/10/2021,Sim,Não,Não
5515,HP P2055dn,17/7/2024,11/2/2022,Sim,Não,Não
5516,HP MFP M225dw,4/12/2024,14/9/2021,Não,Sim,Não
5517,Brother 8157dn,17/4/2024,23/11/2020,Não,Não,Sim
5518,HP P2055dn,18/2/2024,6/8/2023,Sim,Não,Não
5519,HP Pro M201dw,28/4/2024,24/10/2022,Sim,Não,Não
5520,Brother 8157dn,4/1/2024,12/3/2020,Não,Não,Sim
5521,Brother 8952dw,17/3/2024,7/3/2022,Não,Não,Sim
5522,Brother 8952dw,11/1/2024,4/8/2023,Sim,Não,Não
5523,HP P2055dn,3/1/2024,5/5/2020,Sim,Não,Não
5524,HP Pro M127fn,1/8/2024,6/5/2022,Não,Sim,Não
5525,HP MFP M225dw,15/6/2024,20/1/2020,Sim,Não,Não
5526,HP P2055dn,19/5/2024,24/11/2022,Não,Não,Sim
5527,Brother 8157dn,26/3/2024,5/12/2023,Sim,Não,Não
5528,Brother 8157dn,18/9/2024,23/12/2023,Não,Sim,Não
5529,Brother 8157dn,4/10/2024,1/6/2023,Sim,Não,Não
5530,Brother 7065dn,21/1/2024,13/3/2021,Sim,Não,Não
5531,HP M1212nf,9/2/2024,21/12/2022,Sim,Não,Não
5532,HP P2055dn,11/11/2024,26/11/2020,Sim,Não,Não
5533,HP M1212nf,2/3/2024,24/1/2023,Sim,Não,Não
5534,Brother L5652dn,7/3/2024,3/12/2022,Sim,Não,Não
5535,HP P2055dn,11/6/2024,11/8/2021,Sim,Não,Não
5536,Brother 8952dw,28/6/2024,27/12/2020,Não,Sim,Não
5537,Brother 8952dw,28/3/2024,22/11/2020,Sim,Não,Não
5538,Brother L5652dn,13/1/2024,11/5/2021,Sim,Não,Não
5539,HP Pro M201dw,22/7/2024,14/1/2020,Não,Sim,Não
5540,HP MFP M225dw,6/4/2024,28/5/2020,Não,Sim,Não
5541,HP P2055dn,17/5/2024,14/6/2023,Sim,Não,Não
5542,Brother L5652dn,20/11/2024,12/6/2021,Sim,Não,Não
5543,HP M1212nf,10/3/2024,19/12/2022,Sim,Não,Não
5544,HP M1212nf,26/4/2024,26/9/2022,Sim,Não,Não
5545,HP Pro M127fn,26/12/2024,1/8/2021,Sim,Não,Não
5546,Brother L5652dn,5/2/2024,23/5/2020,Sim,Não,Não
5547,Brother 8157dn,7/9/2024,16/3/2021,Sim,Não,Não
5548,Brother 8157dn,21/6/2024,20/11/2020,Sim,Não,Não
5549,Brother 8157dn,6/12/2024,1/8/2022,Sim,Não,Não
5550,Brother 8952dw,13/5/2024,4/2/2023,Sim,Não,Não
5551,HP P2055dn,22/1/2024,27/5/2020,Sim,Não,Não
5552,HP M1212nf,11/6/2024,20/4/2020,Sim,Não,Não
5553,Brother 8952dw,19/11/2024,28/10/2021,Sim,Não,Não
5554,Brother 7065dn,9/12/2024,20/8/2023,Não,Sim,Sim
5555,HP 1015,19/4/2024,2/3/2020,Sim,Não,Não
5556,Brother L5652dn,21/1/2024,28/7/2020,Sim,Não,Não
5557,Brother 7065dn,5/4/2024,26/10/2021,Sim,Não,Não
5558,HP M1212nf,6/3/2024,4/4/2021,Não,Não,Sim
5559,HP P2055dn,24/8/2024,9/3/2021,Sim,Não,Não
5560,Brother 8157dn,7/6/2024,18/4/2020,Não,Sim,Não
5561,HP P1606dn,3/6/2024,12/6/2020,Sim,Não,Não
5562,Brother L5652dn,19/2/2024,4/1/2021,Não,Não,Sim
5563,HP MFP M225dw,5/2/2024,23/6/2020,Sim,Não,Não
5564,HP Pro M201dw,10/6/2024,5/6/2021,Sim,Não,Não
5565,Brother 7065dn,21/6/2024,21/9/2020,Sim,Não,Não
5566,Kyocera M2040dn,7/8/2024,26/6/2020,Sim,Não,Não
5567,Brother 8157dn,17/7/2024,26/10/2022,Não,Sim,Não
5568,Brother 7065dn,14/7/2024,20/11/2022,Sim,Não,Não
5569,HP 1015,21/6/2024,26/9/2020,Sim,Não,Não
5570,Brother 7065dn,5/3/2024,7/5/2022,Sim,Não,Não
5571,HP 1015,8/2/2024,17/11/2021,Sim,Não,Não
5572,HP M1212nf,27/12/2024,4/12/2023,Sim,Não,Não
5573,Brother 7065dn,6/6/2024,13/9/2020,Sim,Não,Não
5574,HP 400M425dn,12/4/2024,6/10/2020,Não,Sim,Sim
5575,Brother 7065dn,26/7/2024,27/2/2020,Sim,Não,Não
5576,HP Pro M127fn,2/5/2024,25/11/2022,Sim,Não,Não
5577,HP M1212nf,22/4/2024,13/2/2020,Não,Sim,Não
5578,HP P2055dn,13/5/2024,5/11/2022,Sim,Não,Não
5579,HP P2055dn,3/6/2024,19/9/2023,Não,Não,Sim
5580,Brother 8157dn,2/11/2024,14/5/2021,Não,Não,Sim
5581,Brother 8157dn,25/11/2024,20/1/2023,Não,Não,Sim
5582,Brother 8157dn,14/4/2024,18/11/2023,Sim,Não,Não
5583,Brother 7065dn,5/3/2024,26/6/2020,Não,Sim,Não
5584,Brother L5652dn,11/1/2024,14/4/2021,Não,Não,Sim
5585,HP Pro M201dw,19/3/2024,6/6/2021,Sim,Não,Não
5586,HP P2055dn,2/10/2024,12/1/2021,Não,Não,Sim
5587,HP P2055dn,17/6/2024,26/7/2021,Sim,Não,Não
5588,HP M1212nf,26/7/2024,7/4/2021,Não,Sim,Não
5589,Brother 8952dw,12/8/2024,6/9/2021,Sim,Não,Não
5590,HP Pro M127fn,27/11/2024,23/2/2021,Não,Sim,Não
5591,HP Pro M127fn,23/7/2024,27/6/2022,Sim,Não,Não
5592,Brother L5652dn,2/1/2024,5/6/2023,Sim,Não,Não
5593,HP M1212nf,19/12/2024,5/4/2023,Não,Sim,Não
5594,Brother 7065dn,17/8/2024,10/1/2021,Não,Sim,Não
5595,Brother 7065dn,20/9/2024,12/4/2022,Sim,Não,Não
5596,HP 1015,4/1/2024,18/2/2020,Sim,Não,Não
5597,Brother 8157dn,7/8/2024,12/8/2022,Não,Sim,Não
5598,HP MFP M225dw,28/3/2024,22/2/2023,Não,Sim,Não
5599,Brother 8952dw,3/8/2024,1/1/2021,Sim,Não,Não
5600,Brother L5652dn,27/2/2024,6/11/2023,Sim,Não,Não
5601,Brother L5652dn,4/6/2024,11/1/2021,Sim,Não,Não
5602,HP 1015,24/5/2024,21/10/2022,Não,Sim,Não
5603,Kyocera M2040dn,5/7/2024,25/8/2020,Não,Sim,Sim
5604,HP 1015,17/2/2024,24/5/2020,Sim,Não,Não
5605,Brother L5652dn,22/6/2024,19/11/2023,Sim,Não,Não
5606,Kyocera M2040dn,5/9/2024,16/10/2023,Sim,Não,Não
5607,HP 400M425dn,26/12/2024,12/4/2023,Sim,Não,Não
5608,HP P2055dn,21/1/2024,8/6/2023,Sim,Não,Não
5609,Kyocera M2040dn,16/11/2024,11/10/2023,Não,Sim,Não
5610,Brother 7065dn,12/4/2024,16/12/2020,Não,Sim,Não
5611,HP Pro M127fn,5/10/2024,19/9/2023,Sim,Não,Não
5612,Brother 8157dn,26/10/2024,15/5/2022,Sim,Não,Não
5613,Brother 7065dn,1/4/2024,13/9/2022,Sim,Não,Não
5614,HP 400M425dn,25/2/2024,19/3/2023,Sim,Não,Não
5615,HP M1212nf,21/9/2024,8/4/2022,Não,Sim,Não
5616,Brother L5652dn,2/7/2024,8/1/2022,Não,Sim,Não
5617,Brother 8157dn,18/5/2024,8/2/2020,Sim,Não,Não
5618,Kyocera M2040dn,2/7/2024,3/6/2023,Sim,Não,Não
5619,HP M1212nf,27/4/2024,21/6/2022,Sim,Não,Não
5620,HP Pro M201dw,25/9/2024,17/11/2022,Não,Não,Sim
5621,Brother 8157dn,22/9/2024,11/8/2020,Sim,Não,Não
5622,HP 400M425dn,7/6/2024,24/9/2023,Sim,Não,Não
5623,Brother 8952dw,4/5/2024,27/2/2022,Sim,Não,Não
5624,HP P2055dn,27/7/2024,6/2/2021,Não,Sim,Não
5625,Brother L5652dn,20/7/2024,14/3/2021,Não,Sim,Não
5626,Brother L5652dn,27/2/2024,10/9/2021,Sim,Não,Não
5627,HP Pro M127fn,6/8/2024,9/10/2021,Sim,Não,Não
5628,Brother 7065dn,4/9/2024,17/6/2021,Sim,Não,Não
5629,Brother L5652dn,2/9/2024,28/6/2022,Sim,Não,Não
5630,Brother 8952dw,11/8/2024,1/5/2023,Sim,Não,Não
5631,HP 1015,24/11/2024,8/7/2022,Sim,Não,Não
5632,Brother 8157dn,9/12/2024,24/8/2022,Sim,Não,Não
5633,HP MFP M225dw,23/7/2024,16/10/2022,Sim,Não,Não
5634,Brother 7065dn,26/10/2024,22/8/2020,Não,Sim,Não
5635,Brother 8952dw,5/6/2024,28/12/2020,Sim,Não,Não
5636,HP M1212nf,11/4/2024,14/10/2023,Sim,Não,Não
5637,HP M1212nf,20/5/2024,19/4/2022,Não,Sim,Não
5638,Kyocera M2040dn,23/4/2024,22/7/2021,Sim,Não,Não
5639,Brother 8157dn,23/5/2024,12/4/2021,Sim,Não,Não
5640,Brother 8157dn,18/2/2024,7/8/2022,Sim,Não,Não
